census_tract,total_applications,approvals,approval_rate,denial_rate
51059416300,21,21,1.0,0.0
51059420100,25,23,0.92,0.07999999999999996
51059420201,50,47,0.94,0.06000000000000005
51059420202,18,17,0.9444444444444444,0.05555555555555558
51059420203,43,41,0.9534883720930233,0.046511627906976716
51059420300,65,63,0.9692307692307692,0.03076923076923077
51059420400,53,50,0.9433962264150944,0.05660377358490565
51059420501,37,32,0.8648648648648649,0.1351351351351351
51059420502,31,25,0.8064516129032258,0.19354838709677424
51059420503,25,20,0.8,0.19999999999999996
51059420600,41,41,1.0,0.0
51059420700,48,45,0.9375,0.0625
51059420800,63,59,0.9365079365079365,0.06349206349206349
51059421001,41,34,0.8292682926829268,0.1707317073170732
51059421002,26,25,0.9615384615384616,0.038461538461538436
51059421101,75,71,0.9466666666666667,0.053333333333333344
51059421102,31,29,0.9354838709677419,0.06451612903225812
51059421103,79,76,0.9620253164556962,0.03797468354430378
51059421200,31,27,0.8709677419354839,0.12903225806451613
51059421300,54,53,0.9814814814814815,0.01851851851851849
51059421400,34,30,0.8823529411764706,0.11764705882352944
51059421500,35,30,0.8571428571428571,0.1428571428571429
51059421600,80,72,0.9,0.09999999999999998
51059421701,27,24,0.8888888888888888,0.11111111111111116
51059421702,40,37,0.925,0.07499999999999996
51059421800,76,66,0.868421052631579,0.13157894736842102
51059422000,27,24,0.8888888888888888,0.11111111111111116
51059422101,48,46,0.9583333333333334,0.04166666666666663
51059422102,54,48,0.8888888888888888,0.11111111111111116
51059422201,30,27,0.9,0.09999999999999998
51059422202,67,62,0.9253731343283582,0.07462686567164178
51059422301,40,38,0.95,0.050000000000000044
51059422302,105,104,0.9904761904761905,0.00952380952380949
51059422401,28,28,1.0,0.0
51059422402,79,74,0.9367088607594937,0.06329113924050633
51059422403,39,35,0.8974358974358975,0.10256410256410253
51059430101,41,40,0.975609756097561,0.024390243902439046
51059430102,22,21,0.9545454545454546,0.045454545454545414
51059430201,38,37,0.9736842105263158,0.02631578947368418
51059430202,58,56,0.9655172413793104,0.03448275862068961
51059430203,32,30,0.9375,0.0625
51059430400,65,61,0.9384615384615385,0.06153846153846154
51059430500,15,13,0.8666666666666667,0.1333333333333333
51059430600,29,26,0.896551724137931,0.10344827586206895
51059430700,36,34,0.9444444444444444,0.05555555555555558
51059430801,52,50,0.9615384615384616,0.038461538461538436
51059430802,50,44,0.88,0.12
51059430901,32,30,0.9375,0.0625
51059430902,38,35,0.9210526315789473,0.07894736842105265
51059431001,35,33,0.9428571428571428,0.05714285714285716
51059431002,15,14,0.9333333333333333,0.06666666666666665
51059431300,44,40,0.9090909090909091,0.09090909090909094
51059431400,48,48,1.0,0.0
51059431500,65,60,0.9230769230769231,0.07692307692307687
51059431602,47,44,0.9361702127659575,0.06382978723404253
51059431801,41,36,0.8780487804878049,0.12195121951219512
51059431802,28,27,0.9642857142857143,0.0357142857142857
51059431900,35,34,0.9714285714285714,0.02857142857142858
51059432000,40,40,1.0,0.0
51059432100,41,37,0.9024390243902439,0.09756097560975607
51059432201,25,20,0.8,0.19999999999999996
51059432202,58,50,0.8620689655172413,0.13793103448275867
51059432300,43,42,0.9767441860465116,0.023255813953488413
51059432401,28,27,0.9642857142857143,0.0357142857142857
51059432402,56,52,0.9285714285714286,0.0714285714285714
51059432500,52,50,0.9615384615384616,0.038461538461538436
51059432600,46,46,1.0,0.0
51059432701,35,31,0.8857142857142857,0.11428571428571432
51059432702,46,43,0.9347826086956522,0.06521739130434778
51059432800,23,21,0.9130434782608695,0.08695652173913049
51059440100,49,48,0.9795918367346939,0.020408163265306145
51059440201,31,28,0.9032258064516129,0.09677419354838712
51059440202,64,58,0.90625,0.09375
51059440300,24,24,1.0,0.0
51059440501,42,38,0.9047619047619048,0.09523809523809523
51059440505,30,29,0.9666666666666667,0.033333333333333326
51059440600,24,19,0.7916666666666666,0.20833333333333337
51059440701,25,24,0.96,0.040000000000000036
51059440702,42,41,0.9761904761904762,0.023809523809523836
51059440800,61,57,0.9344262295081968,0.06557377049180324
51059450100,39,39,1.0,0.0
51059450200,27,27,1.0,0.0
51059450300,54,51,0.9444444444444444,0.05555555555555558
51059450400,25,21,0.84,0.16000000000000003
51059450500,29,26,0.896551724137931,0.10344827586206895
51059450601,37,35,0.9459459459459459,0.05405405405405406
51059450602,129,120,0.9302325581395349,0.06976744186046513
51059450701,24,23,0.9583333333333334,0.04166666666666663
51059450702,11,11,1.0,0.0
51059450800,28,26,0.9285714285714286,0.0714285714285714
51059450900,14,14,1.0,0.0
51059451000,27,24,0.8888888888888888,0.11111111111111116
51059451100,22,20,0.9090909090909091,0.09090909090909094
51059451200,27,27,1.0,0.0
51059451300,27,25,0.9259259259259259,0.07407407407407407
51059451400,11,10,0.9090909090909091,0.09090909090909094
51059451501,41,40,0.975609756097561,0.024390243902439046
51059451502,30,28,0.9333333333333333,0.06666666666666665
51059451601,7,4,0.5714285714285714,0.4285714285714286
51059451602,39,35,0.8974358974358975,0.10256410256410253
51059451800,19,18,0.9473684210526315,0.052631578947368474
51059451900,50,49,0.98,0.020000000000000018
51059452000,26,23,0.8846153846153846,0.11538461538461542
51059452101,64,54,0.84375,0.15625
51059452102,16,11,0.6875,0.3125
51059452200,49,45,0.9183673469387755,0.08163265306122447
51059452301,52,43,0.8269230769230769,0.17307692307692313
51059452302,28,27,0.9642857142857143,0.0357142857142857
51059452400,49,47,0.9591836734693877,0.04081632653061229
51059452501,57,48,0.8421052631578947,0.1578947368421053
51059452502,14,10,0.7142857142857143,0.2857142857142857
51059452600,68,63,0.9264705882352942,0.07352941176470584
51059452700,41,37,0.9024390243902439,0.09756097560975607
51059452801,54,52,0.9629629629629629,0.03703703703703709
51059452802,40,39,0.975,0.025000000000000022
51059460100,39,34,0.8717948717948718,0.1282051282051282
51059460200,44,42,0.9545454545454546,0.045454545454545414
51059460300,15,15,1.0,0.0
51059460400,40,36,0.9,0.09999999999999998
51059460501,23,22,0.9565217391304348,0.04347826086956519
51059460503,27,25,0.9259259259259259,0.07407407407407407
51059460504,27,25,0.9259259259259259,0.07407407407407407
51059460600,35,35,1.0,0.0
51059460701,24,24,1.0,0.0
51059460702,71,65,0.9154929577464789,0.08450704225352113
51059460800,35,33,0.9428571428571428,0.05714285714285716
51059460900,31,30,0.967741935483871,0.032258064516129004
51059461000,26,26,1.0,0.0
51059461100,66,63,0.9545454545454546,0.045454545454545414
51059461201,34,29,0.8529411764705882,0.1470588235294118
51059461202,80,75,0.9375,0.0625
51059461500,73,71,0.9726027397260274,0.0273972602739726
51059461603,43,39,0.9069767441860465,0.09302325581395354
51059461604,21,20,0.9523809523809523,0.04761904761904767
51059461605,24,24,1.0,0.0
51059461606,12,11,0.9166666666666666,0.08333333333333337
51059461700,72,67,0.9305555555555556,0.06944444444444442
51059461801,24,23,0.9583333333333334,0.04166666666666663
51059461802,56,50,0.8928571428571429,0.1071428571428571
51059461901,32,25,0.78125,0.21875
51059470100,23,20,0.8695652173913043,0.13043478260869568
51059470300,43,42,0.9767441860465116,0.023255813953488413
51059470400,54,50,0.9259259259259259,0.07407407407407407
51059470500,75,67,0.8933333333333333,0.10666666666666669
51059470600,24,23,0.9583333333333334,0.04166666666666663
51059470700,53,52,0.9811320754716981,0.018867924528301883
51059470800,47,45,0.9574468085106383,0.04255319148936165
51059470900,71,66,0.9295774647887324,0.07042253521126762
51059471000,21,19,0.9047619047619048,0.09523809523809523
51059471100,53,52,0.9811320754716981,0.018867924528301883
51059471201,41,32,0.7804878048780488,0.2195121951219512
51059471203,23,22,0.9565217391304348,0.04347826086956519
51059471204,80,68,0.85,0.15000000000000002
51059471301,15,15,1.0,0.0
51059471303,47,46,0.9787234042553191,0.021276595744680882
51059471304,30,28,0.9333333333333333,0.06666666666666665
51059471401,45,41,0.9111111111111111,0.0888888888888889
51059471402,23,22,0.9565217391304348,0.04347826086956519
51059480100,56,46,0.8214285714285714,0.1785714285714286
51059480201,53,49,0.9245283018867925,0.07547169811320753
51059480203,24,23,0.9583333333333334,0.04166666666666663
51059480204,32,25,0.78125,0.21875
51059480205,52,46,0.8846153846153846,0.11538461538461542
51059480301,26,21,0.8076923076923077,0.1923076923076923
51059480302,75,66,0.88,0.12
51059480401,42,38,0.9047619047619048,0.09523809523809523
51059480402,70,63,0.9,0.09999999999999998
51059480501,30,27,0.9,0.09999999999999998
51059480502,51,50,0.9803921568627451,0.019607843137254943
51059480503,43,40,0.9302325581395349,0.06976744186046513
51059480504,27,26,0.9629629629629629,0.03703703703703709
51059480505,29,28,0.9655172413793104,0.03448275862068961
51059480801,58,54,0.9310344827586207,0.06896551724137934
51059480802,39,39,1.0,0.0
51059480901,58,54,0.9310344827586207,0.06896551724137934
51059480902,33,33,1.0,0.0
51059480903,38,35,0.9210526315789473,0.07894736842105265
51059481000,40,36,0.9,0.09999999999999998
51059481101,82,72,0.8780487804878049,0.12195121951219512
51059481102,14,12,0.8571428571428571,0.1428571428571429
51059481103,24,21,0.875,0.125
51059481104,11,11,1.0,0.0
51059481105,41,36,0.8780487804878049,0.12195121951219512
51059481106,53,47,0.8867924528301887,0.1132075471698113
51059481201,24,21,0.875,0.125
51059481202,57,57,1.0,0.0
51059481400,86,84,0.9767441860465116,0.023255813953488413
51059481500,26,25,0.9615384615384616,0.038461538461538436
51059481600,34,28,0.8235294117647058,0.17647058823529416
51059481701,59,54,0.9152542372881356,0.0847457627118644
51059481702,75,74,0.9866666666666667,0.013333333333333308
51059481900,107,104,0.9719626168224299,0.028037383177570097
51059482001,76,68,0.8947368421052632,0.10526315789473684
51059482002,59,55,0.9322033898305084,0.06779661016949157
51059482100,52,49,0.9423076923076923,0.05769230769230771
51059482201,15,14,0.9333333333333333,0.06666666666666665
51059482203,82,78,0.9512195121951219,0.04878048780487809
51059482204,42,42,1.0,0.0
51059482205,8,7,0.875,0.125
51059482206,22,20,0.9090909090909091,0.09090909090909094
51059482301,75,74,0.9866666666666667,0.013333333333333308
51059482302,53,51,0.9622641509433962,0.037735849056603765
51059482303,66,60,0.9090909090909091,0.09090909090909094
51059482400,16,16,1.0,0.0
51059482502,22,21,0.9545454545454546,0.045454545454545414
51059482503,42,41,0.9761904761904762,0.023809523809523836
51059482504,37,35,0.9459459459459459,0.05405405405405406
51059482505,136,114,0.8382352941176471,0.16176470588235292
51059482506,98,90,0.9183673469387755,0.08163265306122447
51059482507,13,11,0.8461538461538461,0.15384615384615385
51059482601,86,74,0.8604651162790697,0.13953488372093026
51059482603,45,40,0.8888888888888888,0.11111111111111116
51059482604,28,27,0.9642857142857143,0.0357142857142857
51059490101,114,101,0.8859649122807017,0.11403508771929827
51059490104,46,32,0.6956521739130435,0.30434782608695654
51059490105,86,79,0.9186046511627907,0.08139534883720934
51059490501,22,21,0.9545454545454546,0.045454545454545414
51059490502,57,53,0.9298245614035088,0.07017543859649122
51059491000,17,16,0.9411764705882353,0.05882352941176472
51059491101,42,42,1.0,0.0
51059491102,24,23,0.9583333333333334,0.04166666666666663
51059491103,66,64,0.9696969696969697,0.030303030303030276
51059491201,58,53,0.9137931034482759,0.08620689655172409
51059491301,58,54,0.9310344827586207,0.06896551724137934
51059491302,17,17,1.0,0.0
51059491303,62,57,0.9193548387096774,0.08064516129032262
51059491401,40,37,0.925,0.07499999999999996
51059491402,50,45,0.9,0.09999999999999998
51059491403,21,20,0.9523809523809523,0.04761904761904767
51059491404,39,37,0.9487179487179487,0.05128205128205132
51059491405,17,16,0.9411764705882353,0.05882352941176472
51059491501,48,45,0.9375,0.0625
51059491502,82,78,0.9512195121951219,0.04878048780487809
51059491601,33,32,0.9696969696969697,0.030303030303030276
51059491602,33,30,0.9090909090909091,0.09090909090909094
51059491701,96,93,0.96875,0.03125
51059491703,6,6,1.0,0.0
51059491704,31,29,0.9354838709677419,0.06451612903225812
51059491705,26,22,0.8461538461538461,0.15384615384615385
51059491706,7,6,0.8571428571428571,0.1428571428571429
51059491707,29,27,0.9310344827586207,0.06896551724137934
51059491801,31,28,0.9032258064516129,0.09677419354838712
51059491802,35,32,0.9142857142857143,0.08571428571428574
51059491803,53,48,0.9056603773584906,0.09433962264150941
51059492000,72,66,0.9166666666666666,0.08333333333333337
51059492100,69,65,0.9420289855072463,0.05797101449275366
51059492201,26,24,0.9230769230769231,0.07692307692307687
51059492202,68,66,0.9705882352941176,0.02941176470588236
51059492203,33,32,0.9696969696969697,0.030303030303030276
51059492300,35,32,0.9142857142857143,0.08571428571428574
51059492400,73,66,0.9041095890410958,0.09589041095890416
51059492500,45,45,1.0,0.0
51061930101,42,32,0.7619047619047619,0.23809523809523814
51061930102,12,10,0.8333333333333334,0.16666666666666663
51061930203,33,28,0.8484848484848485,0.1515151515151515
51061930204,47,42,0.8936170212765957,0.1063829787234043
51061930205,18,17,0.9444444444444444,0.05555555555555558
51061930206,25,25,1.0,0.0
51061930207,13,12,0.9230769230769231,0.07692307692307687
51061930303,62,59,0.9516129032258065,0.048387096774193505
51061930304,51,47,0.9215686274509803,0.07843137254901966
51061930305,64,62,0.96875,0.03125
51061930306,24,23,0.9583333333333334,0.04166666666666663
51061930401,67,64,0.9552238805970149,0.04477611940298509
51061930402,109,96,0.8807339449541285,0.11926605504587151
51061930404,13,13,1.0,0.0
51061930405,116,103,0.8879310344827587,0.11206896551724133
51061930703,30,26,0.8666666666666667,0.1333333333333333
51061930704,47,42,0.8936170212765957,0.1063829787234043
51061930705,46,41,0.8913043478260869,0.10869565217391308
51061930706,81,70,0.8641975308641975,0.13580246913580252
51061930707,69,61,0.8840579710144928,0.1159420289855072
51107610101,77,70,0.9090909090909091,0.09090909090909094
51107610102,52,49,0.9423076923076923,0.05769230769230771
51107610201,72,69,0.9583333333333334,0.04166666666666663
51107610202,59,54,0.9152542372881356,0.0847457627118644
51107610300,93,84,0.9032258064516129,0.09677419354838712
51107610400,47,45,0.9574468085106383,0.04255319148936165
51107610503,105,94,0.8952380952380953,0.10476190476190472
51107610504,64,59,0.921875,0.078125
51107610505,44,36,0.8181818181818182,0.18181818181818177
51107610506,107,100,0.9345794392523364,0.06542056074766356
51107610507,71,70,0.9859154929577465,0.014084507042253502
51107610601,95,89,0.9368421052631579,0.06315789473684208
51107610602,60,51,0.85,0.15000000000000002
51107610603,67,62,0.9253731343283582,0.07462686567164178
51107610604,126,113,0.8968253968253969,0.10317460317460314
51107610701,62,62,1.0,0.0
51107610702,66,63,0.9545454545454546,0.045454545454545414
51107610703,41,37,0.9024390243902439,0.09756097560975607
51107610800,100,85,0.85,0.15000000000000002
51107610900,33,27,0.8181818181818182,0.18181818181818177
51107611002,27,26,0.9629629629629629,0.03703703703703709
51107611004,103,99,0.9611650485436893,0.03883495145631066
51107611005,78,74,0.9487179487179487,0.05128205128205132
51107611006,64,60,0.9375,0.0625
51107611009,66,63,0.9545454545454546,0.045454545454545414
51107611010,29,28,0.9655172413793104,0.03448275862068961
51107611011,29,28,0.9655172413793104,0.03448275862068961
51107611012,35,34,0.9714285714285714,0.02857142857142858
51107611013,52,49,0.9423076923076923,0.05769230769230771
51107611014,69,66,0.9565217391304348,0.04347826086956519
51107611015,96,90,0.9375,0.0625
51107611016,59,57,0.9661016949152542,0.03389830508474578
51107611017,27,26,0.9629629629629629,0.03703703703703709
51107611018,26,25,0.9615384615384616,0.038461538461538436
51107611019,63,59,0.9365079365079365,0.06349206349206349
51107611020,79,70,0.8860759493670886,0.11392405063291144
51107611022,109,103,0.944954128440367,0.05504587155963303
51107611023,103,93,0.9029126213592233,0.09708737864077666
51107611026,319,300,0.9404388714733543,0.059561128526645746
51107611027,44,41,0.9318181818181818,0.06818181818181823
51107611028,55,54,0.9818181818181818,0.018181818181818188
51107611029,299,243,0.8127090301003345,0.18729096989966554
51107611030,66,56,0.8484848484848485,0.1515151515151515
51107611031,125,113,0.904,0.09599999999999997
51107611032,15,13,0.8666666666666667,0.1333333333333333
51107611101,36,33,0.9166666666666666,0.08333333333333337
51107611102,113,100,0.8849557522123894,0.11504424778761058
51107611202,38,37,0.9736842105263158,0.02631578947368418
51107611204,56,52,0.9285714285714286,0.0714285714285714
51107611205,62,51,0.8225806451612904,0.17741935483870963
51107611206,46,41,0.8913043478260869,0.10869565217391308
51107611207,46,38,0.8260869565217391,0.17391304347826086
51107611208,33,31,0.9393939393939394,0.06060606060606055
51107611209,69,63,0.9130434782608695,0.08695652173913049
51107611300,49,46,0.9387755102040817,0.061224489795918324
51107611400,70,63,0.9,0.09999999999999998
51107611501,96,83,0.8645833333333334,0.13541666666666663
51107611502,141,131,0.9290780141843972,0.07092198581560283
51107611601,52,49,0.9423076923076923,0.05769230769230771
51107611602,36,32,0.8888888888888888,0.11111111111111116
51107611701,60,52,0.8666666666666667,0.1333333333333333
51107611702,28,26,0.9285714285714286,0.0714285714285714
51107611803,60,55,0.9166666666666666,0.08333333333333337
51107611804,65,62,0.9538461538461539,0.0461538461538461
51107611805,38,37,0.9736842105263158,0.02631578947368418
51107611807,78,74,0.9487179487179487,0.05128205128205132
51107611808,45,43,0.9555555555555556,0.0444444444444444
51107611809,92,83,0.9021739130434783,0.09782608695652173
51107611810,215,186,0.8651162790697674,0.1348837209302326
51107611811,93,88,0.946236559139785,0.053763440860215006
51107611812,142,121,0.852112676056338,0.147887323943662
51107611813,188,162,0.8617021276595744,0.13829787234042556
51107611901,70,65,0.9285714285714286,0.0714285714285714
51107611902,69,61,0.8840579710144928,0.1159420289855072
51113930101,26,24,0.9230769230769231,0.07692307692307687
51113930102,59,53,0.8983050847457628,0.10169491525423724
51113930201,35,25,0.7142857142857143,0.2857142857142857
51113930202,35,32,0.9142857142857143,0.08571428571428574
51153900100,89,82,0.9213483146067416,0.0786516853932584
51153900201,26,23,0.8846153846153846,0.11538461538461542
51153900202,51,46,0.9019607843137255,0.0980392156862745
51153900203,7,6,0.8571428571428571,0.1428571428571429
51153900301,60,52,0.8666666666666667,0.1333333333333333
51153900302,37,31,0.8378378378378378,0.16216216216216217
51153900403,114,100,0.8771929824561403,0.1228070175438597
51153900404,71,59,0.8309859154929577,0.16901408450704225
51153900407,77,62,0.8051948051948052,0.19480519480519476
51153900408,56,44,0.7857142857142857,0.2142857142857143
51153900409,62,51,0.8225806451612904,0.17741935483870963
51153900410,61,60,0.9836065573770492,0.016393442622950838
51153900502,88,79,0.8977272727272727,0.10227272727272729
51153900503,21,17,0.8095238095238095,0.19047619047619047
51153900504,21,16,0.7619047619047619,0.23809523809523814
51153900601,49,37,0.7551020408163265,0.24489795918367352
51153900602,12,9,0.75,0.25
51153900701,81,68,0.8395061728395061,0.16049382716049387
51153900702,99,89,0.898989898989899,0.101010101010101
51153900801,111,103,0.9279279279279279,0.07207207207207211
51153900803,51,45,0.8823529411764706,0.11764705882352944
51153900804,167,145,0.8682634730538922,0.13173652694610782
51153900901,91,81,0.8901098901098901,0.10989010989010994
51153900904,310,289,0.932258064516129,0.06774193548387097
51153900905,58,51,0.8793103448275862,0.12068965517241381
51153901005,66,64,0.9696969696969697,0.030303030303030276
51153901009,67,64,0.9552238805970149,0.04477611940298509
51153901010,64,58,0.90625,0.09375
51153901011,88,81,0.9204545454545454,0.07954545454545459
51153901012,47,46,0.9787234042553191,0.021276595744680882
51153901013,66,47,0.7121212121212122,0.28787878787878785
51153901014,50,44,0.88,0.12
51153901015,34,30,0.8823529411764706,0.11764705882352944
51153901016,43,36,0.8372093023255814,0.16279069767441856
51153901101,4,4,1.0,0.0
51153901203,48,44,0.9166666666666666,0.08333333333333337
51153901208,35,33,0.9428571428571428,0.05714285714285716
51153901209,58,56,0.9655172413793104,0.03448275862068961
51153901211,54,49,0.9074074074074074,0.09259259259259256
51153901212,82,72,0.8780487804878049,0.12195121951219512
51153901219,67,63,0.9402985074626866,0.05970149253731338
51153901221,81,73,0.9012345679012346,0.09876543209876543
51153901222,28,28,1.0,0.0
51153901223,77,72,0.935064935064935,0.06493506493506496
51153901224,46,44,0.9565217391304348,0.04347826086956519
51153901225,35,31,0.8857142857142857,0.11428571428571432
51153901226,53,51,0.9622641509433962,0.037735849056603765
51153901227,58,54,0.9310344827586207,0.06896551724137934
51153901228,77,71,0.922077922077922,0.07792207792207795
51153901229,37,35,0.9459459459459459,0.05405405405405406
51153901230,64,59,0.921875,0.078125
51153901231,72,68,0.9444444444444444,0.05555555555555558
51153901232,155,142,0.9161290322580645,0.08387096774193548
51153901233,74,64,0.8648648648648649,0.1351351351351351
51153901234,30,25,0.8333333333333334,0.16666666666666663
51153901235,41,39,0.9512195121951219,0.04878048780487809
51153901236,55,52,0.9454545454545454,0.054545454545454564
51153901237,44,42,0.9545454545454546,0.045454545454545414
51153901303,51,50,0.9803921568627451,0.019607843137254943
51153901304,34,28,0.8235294117647058,0.17647058823529416
51153901305,54,51,0.9444444444444444,0.05555555555555558
51153901306,66,64,0.9696969696969697,0.030303030303030276
51153901403,43,39,0.9069767441860465,0.09302325581395354
51153901407,48,44,0.9166666666666666,0.08333333333333337
51153901409,120,111,0.925,0.07499999999999996
51153901411,63,58,0.9206349206349206,0.07936507936507942
51153901412,69,62,0.8985507246376812,0.10144927536231885
51153901413,57,55,0.9649122807017544,0.03508771929824561
51153901414,47,42,0.8936170212765957,0.1063829787234043
51153901415,43,43,1.0,0.0
51153901416,44,42,0.9545454545454546,0.045454545454545414
51153901417,56,53,0.9464285714285714,0.0535714285714286
51153901418,37,34,0.918918918918919,0.08108108108108103
51153901419,16,14,0.875,0.125
51153901420,56,51,0.9107142857142857,0.0892857142857143
51153901421,45,41,0.9111111111111111,0.0888888888888889
51153901503,86,80,0.9302325581395349,0.06976744186046513
51153901504,77,77,1.0,0.0
51153901505,105,95,0.9047619047619048,0.09523809523809523
51153901506,63,58,0.9206349206349206,0.07936507936507942
51153901507,106,98,0.9245283018867925,0.07547169811320753
51153901508,89,84,0.9438202247191011,0.0561797752808989
51153901509,172,157,0.9127906976744186,0.08720930232558144
51153901510,84,81,0.9642857142857143,0.0357142857142857
51153901511,54,48,0.8888888888888888,0.11111111111111116
51153901601,33,32,0.9696969696969697,0.030303030303030276
51153901602,92,87,0.9456521739130435,0.05434782608695654
51153901702,20,19,0.95,0.050000000000000044
51153901703,34,31,0.9117647058823529,0.08823529411764708
51153901704,39,33,0.8461538461538461,0.15384615384615385
51153901900,52,47,0.9038461538461539,0.09615384615384615
51157950100,27,24,0.8888888888888888,0.11111111111111116
51157950200,64,56,0.875,0.125
51177020104,60,49,0.8166666666666667,0.18333333333333335
51177020105,36,32,0.8888888888888888,0.11111111111111116
51177020106,128,118,0.921875,0.078125
51177020107,35,25,0.7142857142857143,0.2857142857142857
51177020108,70,66,0.9428571428571428,0.05714285714285716
51177020109,38,33,0.868421052631579,0.13157894736842102
51177020110,51,39,0.7647058823529411,0.23529411764705888
51177020111,33,29,0.8787878787878788,0.12121212121212122
51177020112,31,29,0.9354838709677419,0.06451612903225812
51177020113,55,49,0.8909090909090909,0.10909090909090913
51177020114,77,72,0.935064935064935,0.06493506493506496
51177020201,138,126,0.9130434782608695,0.08695652173913049
51177020202,79,76,0.9620253164556962,0.03797468354430378
51177020203,102,87,0.8529411764705882,0.1470588235294118
51177020204,80,74,0.925,0.07499999999999996
51177020206,104,90,0.8653846153846154,0.13461538461538458
51177020207,24,19,0.7916666666666666,0.20833333333333337
51177020304,70,61,0.8714285714285714,0.12857142857142856
51177020305,47,39,0.8297872340425532,0.17021276595744683
51177020307,43,39,0.9069767441860465,0.09302325581395354
51177020308,58,52,0.896551724137931,0.10344827586206895
51177020309,38,36,0.9473684210526315,0.052631578947368474
51177020311,115,97,0.8434782608695652,0.15652173913043477
51177020312,76,72,0.9473684210526315,0.052631578947368474
51177020314,44,40,0.9090909090909091,0.09090909090909094
51177020315,3,3,1.0,0.0
51177020316,173,138,0.7976878612716763,0.20231213872832365
51177020403,46,38,0.8260869565217391,0.17391304347826086
51177020404,86,68,0.7906976744186046,0.2093023255813954
51177020405,111,106,0.954954954954955,0.04504504504504503
51177020406,81,67,0.8271604938271605,0.1728395061728395
51177020407,149,129,0.8657718120805369,0.13422818791946312
51177020408,56,53,0.9464285714285714,0.0535714285714286
51179010103,89,68,0.7640449438202247,0.2359550561797753
51179010105,110,98,0.8909090909090909,0.10909090909090913
51179010106,163,133,0.8159509202453987,0.18404907975460127
51179010107,73,64,0.8767123287671232,0.12328767123287676
51179010108,84,76,0.9047619047619048,0.09523809523809523
51179010202,111,95,0.8558558558558559,0.14414414414414412
51179010205,88,83,0.9431818181818182,0.05681818181818177
51179010206,69,66,0.9565217391304348,0.04347826086956519
51179010210,274,246,0.8978102189781022,0.1021897810218978
51179010211,54,45,0.8333333333333334,0.16666666666666663
51179010212,76,71,0.9342105263157895,0.06578947368421051
51179010213,78,70,0.8974358974358975,0.10256410256410253
51179010214,42,39,0.9285714285714286,0.0714285714285714
51179010215,12,9,0.75,0.25
51179010216,130,100,0.7692307692307693,0.23076923076923073
51179010217,50,44,0.88,0.12
51179010218,89,73,0.8202247191011236,0.1797752808988764
51179010219,16,15,0.9375,0.0625
51179010301,64,60,0.9375,0.0625
51179010304,96,90,0.9375,0.0625
51179010305,115,101,0.8782608695652174,0.12173913043478257
51179010306,162,121,0.7469135802469136,0.25308641975308643
51179010307,103,95,0.9223300970873787,0.07766990291262132
51179010308,56,47,0.8392857142857143,0.1607142857142857
51179010403,61,52,0.8524590163934426,0.14754098360655743
51179010404,110,103,0.9363636363636364,0.0636363636363636
51179010405,93,81,0.8709677419354839,0.12903225806451613
51179010406,48,43,0.8958333333333334,0.10416666666666663
51179010502,62,52,0.8387096774193549,0.16129032258064513
51179010503,68,57,0.8382352941176471,0.16176470588235292
51179010504,37,32,0.8648648648648649,0.1351351351351351
51187020101,90,84,0.9333333333333333,0.06666666666666665
51187020102,85,78,0.9176470588235294,0.08235294117647063
51187020200,47,45,0.9574468085106383,0.04255319148936165
51187020300,82,75,0.9146341463414634,0.08536585365853655
51187020400,84,76,0.9047619047619048,0.09523809523809523
51187020500,37,37,1.0,0.0
51187020601,79,68,0.8607594936708861,0.1392405063291139
51187020602,31,29,0.9354838709677419,0.06451612903225812
51187020700,46,42,0.9130434782608695,0.08695652173913049
51510200102,14,14,1.0,0.0
51510200104,1,0,0.0,1.0
51510200106,16,16,1.0,0.0
51510200108,22,19,0.8636363636363636,0.13636363636363635
51510200109,65,59,0.9076923076923077,0.09230769230769231
51510200110,58,56,0.9655172413793104,0.03448275862068961
51510200111,33,33,1.0,0.0
51510200201,28,28,1.0,0.0
51510200202,22,19,0.8636363636363636,0.13636363636363635
51510200301,27,26,0.9629629629629629,0.03703703703703709
51510200302,28,24,0.8571428571428571,0.1428571428571429
51510200304,23,22,0.9565217391304348,0.04347826086956519
51510200305,43,36,0.8372093023255814,0.16279069767441856
51510200403,22,20,0.9090909090909091,0.09090909090909094
51510200404,88,85,0.9659090909090909,0.03409090909090906
51510200406,43,38,0.8837209302325582,0.11627906976744184
51510200407,92,85,0.9239130434782609,0.07608695652173914
51510200408,1,1,1.0,0.0
51510200409,55,52,0.9454545454545454,0.054545454545454564
51510200500,11,11,1.0,0.0
51510200600,69,65,0.9420289855072463,0.05797101449275366
51510200701,4,4,1.0,0.0
51510200703,41,41,1.0,0.0
51510200705,37,36,0.972972972972973,0.027027027027026973
51510200801,23,23,1.0,0.0
51510200802,52,47,0.9038461538461539,0.09615384615384615
51510200900,60,60,1.0,0.0
51510201000,90,86,0.9555555555555556,0.0444444444444444
51510201100,34,33,0.9705882352941176,0.02941176470588236
51510201202,31,28,0.9032258064516129,0.09677419354838712
51510201204,48,46,0.9583333333333334,0.04166666666666663
51510201205,8,8,1.0,0.0
51510201206,15,14,0.9333333333333333,0.06666666666666665
51510201300,69,68,0.9855072463768116,0.01449275362318836
51510201400,52,49,0.9423076923076923,0.05769230769230771
